id,parent_area_id,unit_id,ons_code,type,country,generation_low,generation_high,name
2713,2254,977,09UCHJ,DIW,E,1,10,"Westoning and Tingrith"
2714,2254,1003,09UCGH,DIW,E,1,10,"Ampthill"
2715,2254,980,09UCGR,DIW,E,1,10,"Flitton, Greenfield and Pulloxhill"
2716,2254,1002,09UCGZ,DIW,E,1,10,"Maulden and Clophill"
2717,2254,912,09UCHF,DIW,E,1,10,"Shillington, Stondon and Henlow Camp"
2718,2254,41926,09UCHE,DIW,E,1,10,"Shefford, Campton and Gravenhurst"
2719,2254,1179,09UCGJ,DIW,E,1,10,"Arlesey"
2720,2254,1177,09UCHH,DIW,E,1,10,"Stotfold"
2721,2254,1151,09UCGQ,DIW,E,1,10,"Cranfield"
2722,2254,1005,09UCGY,DIW,E,1,10,"Marston"
2723,2254,909,09UCGX,DIW,E,1,10,"Langford and Henlow Village"
2724,2254,1166,09UCGN,DIW,E,1,10,"Biggleswade Stratton"
2725,2254,890,09UCHC,DIW,E,1,10,"Sandy Ivel"
2726,2254,1052,09UCGU,DIW,E,1,10,"Harlington"
2727,2254,1014,09UCGT,DIW,E,1,10,"Flitwick West"
2728,2254,985,09UCGS,DIW,E,1,10,"Flitwick East"
2729,2254,988,09UCHG,DIW,E,1,10,"Silsoe"
2730,2254,41928,09UCGP,DIW,E,1,10,"Clifton and Meppershall"
2731,2254,41927,09UCGL,DIW,E,1,10,"Biggleswade Holme"
2732,2254,1164,09UCGM,DIW,E,1,10,"Biggleswade Ivel"
2733,2254,889,09UCHD,DIW,E,1,10,"Sandy Pinnacle"
2965,2264,12096,13UGJD,DIW,E,1,10,"Sutton"
2966,2264,12519,13UGHX,DIW,E,1,10,"Plumley"
2967,2264,12192,13UGGZ,DIW,E,1,10,"Henbury"
2968,2264,12275,13UGGS,DIW,E,1,10,"Chelford"
2969,2264,12177,13UGGX,DIW,E,1,10,"Gawsworth"
2970,2264,12316,13UGHA,DIW,E,1,10,"High Legh"
2971,2264,12310,13UGHT,DIW,E,1,10,"Mere"
2972,2264,12287,13UGJB,DIW,E,1,10,"Prestbury"
2973,2264,12128,13UGHE,DIW,E,1,10,"Knutsford Norbury Booths"
2974,2264,12188,13UGGN,DIW,E,1,10,"Alderley Edge"
2975,2264,12105,13UGHL,DIW,E,1,10,"Macclesfield East"
2976,2264,12108,13UGJC,DIW,E,1,10,"Rainow"
2977,2264,12298,13UGHU,DIW,E,1,10,"Mobberley"
2978,2264,12296,13UGHW,DIW,E,1,10,"Morley & Styal"
2979,2264,12293,13UGGT,DIW,E,1,10,"Dean Row"
2980,2264,12294,13UGGY,DIW,E,1,10,"Handforth"
2981,2264,12122,13UGJA,DIW,E,1,10,"Poynton West"
2982,2264,12114,13UGHY,DIW,E,1,10,"Poynton Central"
2983,2264,12113,13UGGU,DIW,E,1,10,"Disley & Lyme Handley"
2984,2264,12115,13UGHZ,DIW,E,1,10,"Poynton East"
2985,2264,12306,13UGHD,DIW,E,1,10,"Knutsford Nether"
2986,2264,12301,13UGHF,DIW,E,1,10,"Knutsford Over"
2987,2264,12179,13UGHQ,DIW,E,1,10,"Macclesfield South"
2988,2264,38961,13UGHN,DIW,E,1,10,"Macclesfield Ivy"
2989,2264,12285,13UGHJ,DIW,E,1,10,"Macclesfield Broken Cross"
2990,2264,38964,13UGHH,DIW,E,1,10,"Macclesfield Bollinbrook"
2991,2264,12700,13UGGW,DIW,E,1,10,"Fulshaw"
2992,2264,12187,13UGHB,DIW,E,1,10,"Hough"
2993,2264,12182,13UGHM,DIW,E,1,10,"Macclesfield Hurdsfield"
2994,2264,38966,13UGHR,DIW,E,1,10,"Macclesfield Tytherington"
2995,2264,12185,13UGGR,DIW,E,1,10,"Bollington West"
2996,2264,12119,13UGGQ,DIW,E,1,10,"Bollington East"
2997,2264,12118,13UGGP,DIW,E,1,10,"Bollington Central"
2998,2264,12305,13UGHC,DIW,E,1,10,"Knutsford Bexton"
2999,2264,12288,13UGHS,DIW,E,1,10,"Macclesfield West"
3000,2264,38960,13UGHP,DIW,E,1,10,"Macclesfield Ryles"
3001,2264,12180,13UGHK,DIW,E,1,10,"Macclesfield Central"
3002,2264,12292,13UGHG,DIW,E,1,10,"Lacey Green"
3003,2265,12351,13UDHF,DIW,E,1,10,"Wrenbury"
3004,2265,12407,13UDGT,DIW,E,1,10,"Peckforton"
3005,2265,12214,13UDGF,DIW,E,1,10,"Audlem"
3006,2265,12209,13UDHG,DIW,E,1,10,"Wybunbury"
3007,2265,12359,13UDGD,DIW,E,1,10,"Acton"
3008,2265,12257,13UDGS,DIW,E,1,10,"Minshull"
3009,2265,12248,13UDGM,DIW,E,1,10,"Englesea"
3010,2265,12345,13UDGJ,DIW,E,1,10,"Bunbury"
3011,2265,12250,13UDHA,DIW,E,1,10,"Waldron"
3012,2265,12197,13UDGP,DIW,E,1,10,"Haslington"
3013,2265,12227,13UDGG,DIW,E,1,10,"Barony Weaver"
3014,2265,12231,13UDHD,DIW,E,1,10,"Willaston"
3015,2265,12208,13UDGY,DIW,E,1,10,"Shavington"
3016,2265,12232,13UDGH,DIW,E,1,10,"Birchin"
3017,2265,12205,13UDGX,DIW,E,1,10,"St Mary's"
3018,2265,38953,13UDHC,DIW,E,1,10,"Wells Green"
3019,2265,12241,13UDHE,DIW,E,1,10,"Wistaston Green"
3020,2265,12238,13UDGU,DIW,E,1,10,"St Barnabas"
3021,2265,12244,13UDGW,DIW,E,1,10,"St John's"
3022,2265,12243,13UDGL,DIW,E,1,10,"Delamere"
3023,2265,38954,13UDGQ,DIW,E,1,10,"Leighton"
3024,2265,12251,13UDGR,DIW,E,1,10,"Maw Green"
3025,2265,12229,13UDHB,DIW,E,1,10,"Wellington"
3026,2265,12246,13UDGZ,DIW,E,1,10,"Valley"
3027,2265,12206,13UDGE,DIW,E,1,10,"Alexandra"
3028,2265,12234,13UDGN,DIW,E,1,10,"Grosvenor"
3029,2265,12255,13UDGK,DIW,E,1,10,"Coppenhall"
3030,2266,12403,13UBGZ,DIW,E,1,10,"Malpas"
3031,2266,12476,13UBGP,DIW,E,1,10,"Dodleston"
3032,2266,12410,13UBHG,DIW,E,1,10,"Tattenhall"
3033,2266,12421,13UBHH,DIW,E,1,10,"Tilston"
3034,2266,12610,13UBHE,DIW,E,1,10,"Saughall"
3035,2266,12630,13UBHB,DIW,E,1,10,"Mollington"
3036,2266,12439,13UBHF,DIW,E,1,10,"Tarvin"
3037,2266,38963,13UBHA,DIW,E,1,10,"Mickle Trafford"
3038,2266,12554,13UBGQ,DIW,E,1,10,"Elton"
3039,2266,12444,13UBGE,DIW,E,1,10,"Barrow"
3040,2266,12377,13UBGR,DIW,E,1,10,"Farndon"
3041,2266,12460,13UBHM,DIW,E,1,10,"Waverton"
3042,2266,12487,13UBGK,DIW,E,1,10,"Christleton"
3043,2266,38959,13UBGX,DIW,E,1,10,"Kelsall"
3044,2266,12477,13UBGY,DIW,E,1,10,"Lache Park"
3045,2266,38956,13UBGW,DIW,E,1,10,"Huntington"
3046,2266,12619,13UBGN,DIW,E,1,10,"Curzon & Westminster"
3047,2266,12620,13UBGM,DIW,E,1,10,"College"
3048,2266,12479,13UBGS,DIW,E,1,10,"Handbridge & St Mary's"
3049,2266,12481,13UBGL,DIW,E,1,10,"City & St Anne's"
3050,2266,12482,13UBGU,DIW,E,1,10,"Hoole Groves"
3051,2266,12615,13UBGF,DIW,E,1,10,"Blacon Hall"
3052,2266,12617,13UBHJ,DIW,E,1,10,"Upton Grange"
3053,2266,12613,13UBGG,DIW,E,1,10,"Blacon Lodge"
3054,2266,12470,13UBGJ,DIW,E,1,10,"Boughton Heath"
3055,2266,12484,13UBGH,DIW,E,1,10,"Boughton"
3056,2266,38957,13UBGT,DIW,E,1,10,"Hoole All Saints"
3057,2266,12462,13UBHL,DIW,E,1,10,"Vicars Cross"
3058,2266,12673,13UBHC,DIW,E,1,10,"Newton Brook"
3059,2266,12635,13UBHD,DIW,E,1,10,"Newton St Michaels"
3060,2266,12672,13UBHK,DIW,E,1,10,"Upton Westlea"
3061,2267,12626,13UEFU,DIW,E,1,10,"Burton & Ness"
3062,2267,12683,13UEGC,DIW,E,1,10,"Parkgate"
3063,2267,12681,13UEGF,DIW,E,1,10,"Riverside"
3064,2267,12627,13UEGP,DIW,E,1,10,"Willaston & Thornton"
3065,2267,12603,13UEGM,DIW,E,1,10,"Westminster"
3066,2267,12663,13UEGH,DIW,E,1,10,"Stanlow & Wolverham"
3067,2267,12682,13UEGA,DIW,E,1,10,"Little Neston"
3068,2267,12684,13UEGB,DIW,E,1,10,"Neston"
3069,2267,38967,13UEGL,DIW,E,1,10,"Sutton Green & Manor"
3070,2267,12607,13UEFZ,DIW,E,1,10,"Ledsham"
3071,2267,12679,13UEFX,DIW,E,1,10,"Grange"
3072,2267,12678,13UEGN,DIW,E,1,10,"Whitby"
3073,2267,12602,13UEGG,DIW,E,1,10,"Rossmore"
3074,2267,38965,13UEGJ,DIW,E,1,10,"Strawberry Fields"
3075,2267,12676,13UEGK,DIW,E,1,10,"Sutton"
3076,2267,12605,13UEGE,DIW,E,1,10,"Rivacre"
3077,2267,12674,13UEFY,DIW,E,1,10,"Groves"
3078,2267,12665,13UEGD,DIW,E,1,10,"Pooltown"
3079,2267,12664,13UEFW,DIW,E,1,10,"Central"
3080,2268,12141,13UCFZ,DIW,E,1,10,"Brereton"
3081,2268,12281,13UCGG,DIW,E,1,10,"Dane Valley"
3082,2268,12163,13UCGJ,DIW,E,1,10,"Lawton"
3083,2268,12701,13UCFY,DIW,E,1,10,"Astbury"
3084,2268,12150,13UCFW,DIW,E,1,10,"Alsager East"
3085,2268,12144,13UCGQ,DIW,E,1,10,"Sandbach West"
3086,2268,12147,13UCGN,DIW,E,1,10,"Sandbach East"
3087,2268,12270,13UCGP,DIW,E,1,10,"Sandbach North"
3088,2268,12166,13UCGM,DIW,E,1,10,"Odd Rode"
3089,2268,12139,13UCGK,DIW,E,1,10,"Middlewich Cledford"
3090,2268,12136,13UCGH,DIW,E,1,10,"Holmes Chapel"
3091,2268,12098,13UCGE,DIW,E,1,10,"Congleton South"
3092,2268,12099,13UCGA,DIW,E,1,10,"Buglawton"
3093,2268,12162,13UCFX,DIW,E,1,10,"Alsager West"
3094,2268,38955,13UCFU,DIW,E,1,10,"Alsager Central"
3095,2268,12262,13UCGL,DIW,E,1,10,"Middlewich Kinderton"
3096,2268,12173,13UCGF,DIW,E,1,10,"Congleton West"
3097,2268,12171,13UCGB,DIW,E,1,10,"Congleton Central"
3098,2268,38958,13UCGD,DIW,E,1,10,"Congleton North West"
3099,2268,12172,13UCGC,DIW,E,1,10,"Congleton North"
3100,2269,12364,13UHHL,DIW,E,1,10,"Tarporley & Oulton"
3101,2269,12564,13UHGT,DIW,E,1,10,"Forest"
3102,2269,38962,13UHGR,DIW,E,1,10,"Cuddington & Oakmere"
3103,2269,12656,13UHGU,DIW,E,1,10,"Frodsham North"
3104,2269,12571,13UHHD,DIW,E,1,10,"Milton Weaver"
3105,2269,12264,13UHGS,DIW,E,1,10,"Davenham & Moulton"
3106,2269,12496,13UHGX,DIW,E,1,10,"Hartford & Whitegate"
3107,2269,12324,13UHHK,DIW,E,1,10,"Shakerley"
3108,2269,12525,13UHHJ,DIW,E,1,10,"Seven Oaks & Marston"
3109,2269,12492,13UHHC,DIW,E,1,10,"Mara"
3110,2269,12568,13UHGZ,DIW,E,1,10,"Kingsley"
3111,2269,12260,13UHHP,DIW,E,1,10,"Winsford Gravel"
3112,2269,12263,13UHHT,DIW,E,1,10,"Winsford Wharton"
3113,2269,12510,13UHHM,DIW,E,1,10,"Weaverham"
3114,2269,12321,13UHHH,DIW,E,1,10,"Rudheath & South Witton"
3115,2269,12331,13UHHG,DIW,E,1,10,"Northwich Witton"
3116,2269,12333,13UHGQ,DIW,E,1,10,"Cogshall"
3117,2269,12502,13UHHF,DIW,E,1,10,"Northwich Winnington"
3118,2269,12335,13UHHB,DIW,E,1,10,"Lostock & Wincham"
3119,2269,12565,13UHGY,DIW,E,1,10,"Helsby"
3120,2269,12644,13UHGW,DIW,E,1,10,"Frodsham South"
3121,2269,12342,13UHHQ,DIW,E,1,10,"Winsford Over"
3122,2269,12340,13UHHN,DIW,E,1,10,"Winsford Dene"
3123,2269,12339,13UHHS,DIW,E,1,10,"Winsford Verdin"
3124,2269,12327,13UHHE,DIW,E,1,10,"Northwich Castle"
3125,2269,12326,13UHHA,DIW,E,1,10,"Leftwich & Kingsmead"
3126,2269,12504,13UHGP,DIW,E,1,10,"Barnton"
3127,2269,12259,13UHHR,DIW,E,1,10,"Winsford Swanlow"
3128,2633,24428,15UFGJ,DIW,E,1,10,"St Erth and St Hilary"
3129,2633,42286,15UFFZ,DIW,E,1,10,"Ludgvan and Towednack"
3130,2633,24441,15UFGG,DIW,E,1,10,"Penzance South"
3131,2633,24440,15UFFT,DIW,E,1,10,"Gulval and Heamoor"
3132,2633,24446,15UFGB,DIW,E,1,10,"Marazion and Perranuthnoe"
3133,2633,24475,15UFGK,DIW,E,1,10,"St Ives North"
3134,2633,24593,15UFGL,DIW,E,1,10,"St Ives South"
3135,2633,24452,15UFFY,DIW,E,1,10,"Lelant and Carbis Bay"
3136,2633,42288,15UFFX,DIW,E,1,10,"Hayle South"
3137,2633,42289,15UFFW,DIW,E,1,10,"Hayle North"
3138,2633,24436,15UFGF,DIW,E,1,10,"Penzance Promenade"
3139,2633,42287,15UFGD,DIW,E,1,10,"Penzance Central"
3140,2633,24432,15UFGE,DIW,E,1,10,"Penzance East"
3141,2633,24443,15UFFS,DIW,E,1,10,"Goldsithney"
3142,2634,24374,15UDGL,DIW,E,1,10,"Meneage"
3143,2634,24423,15UDFZ,DIW,E,1,10,"Breage and Crowan"
3144,2634,24480,15UDGU,DIW,E,1,10,"Wendron"
3145,2634,24378,15UDGE,DIW,E,1,10,"Grade-Ruan and Landewednack"
3146,2634,24421,15UDGN,DIW,E,1,10,"Porthleven and Sithney"
3147,2634,24389,15UDGS,DIW,E,1,10,"St Keverne"
3148,2634,24385,15UDGD,DIW,E,1,10,"Constantine, Gweek and Mawnan"
3149,2634,24460,15UDGC,DIW,E,1,10,"Camborne West"
3150,2634,24411,15UDGB,DIW,E,1,10,"Camborne South"
3151,2634,24405,15UDGJ,DIW,E,1,10,"Illogan South"
3152,2634,24401,15UDGR,DIW,E,1,10,"St Day, Lanner and Carharrack"
3153,2634,24457,15UDGH,DIW,E,1,10,"Illogan North"
3154,2634,24395,15UDGP,DIW,E,1,10,"Redruth North"
3155,2634,24391,15UDGK,DIW,E,1,10,"Mabe and Budock"
3156,2634,24359,15UDGT,DIW,E,1,10,"Stithians"
3157,2634,24419,15UDGG,DIW,E,1,10,"Helston South"
3158,2634,24416,15UDGF,DIW,E,1,10,"Helston North"
3159,2634,24399,15UDGQ,DIW,E,1,10,"Redruth South"
3160,2634,24408,15UDGA,DIW,E,1,10,"Camborne North"
3161,2631,24358,15UCGF,DIW,E,1,10,"Mylor"
3162,2631,24352,15UCGB,DIW,E,1,10,"Feock and Kea"
3163,2631,24481,15UCGC,DIW,E,1,10,"Kenwyn and Chacewater"
3164,2631,24341,15UCGA,DIW,E,1,10,"Carland"
3165,2631,24485,15UCGL,DIW,E,1,10,"Probus"
3166,2631,42212,15UCGE,DIW,E,1,10,"Mount Hawke"
3167,2631,24489,15UCGK,DIW,E,1,10,"Perranporth"
3168,2631,24487,15UCGG,DIW,E,1,10,"Newlyn and Goonhavern"
3169,2631,24369,15UCFZ,DIW,E,1,10,"Boslowick"
3170,2631,24336,15UCFX,DIW,E,1,10,"Arwenack"
3171,2631,24344,15UCGQ,DIW,E,1,10,"Trehaverne and Gloweth"
3172,2631,24331,15UCGH,DIW,E,1,10,"Penryn"
3173,2631,42213,15UCGR,DIW,E,1,10,"Trescobeas"
3174,2631,24367,15UCGJ,DIW,E,1,10,"Penwerris"
3175,2631,24340,15UCFY,DIW,E,1,10,"Boscawen"
3176,2631,24346,15UCGP,DIW,E,1,10,"Tregolls"
3177,2631,24343,15UCGD,DIW,E,1,10,"Moresk"
3178,2632,41936,15UBGX,DIW,E,1,10,"Rame Peninsula"
3179,2632,24241,15UBGM,DIW,E,1,10,"Duloe, Lansallos and Pelynt"
3180,2632,24237,15UBGK,DIW,E,1,10,"Deviock and Sheviock"
3181,2632,24248,15UBGP,DIW,E,1,10,"Lanteglos and St Veep"
3182,2632,24198,15UBGL,DIW,E,1,10,"Dobwalls and District"
3183,2632,24260,15UBGZ,DIW,E,1,10,"St Germans"
3184,2632,41754,15UBGN,DIW,E,1,10,"Landrake and St Dominick"
3185,2632,24253,15UBGU,DIW,E,1,10,"Menheniot and St Ive"
3186,2632,24259,15UBGY,DIW,E,1,10,"St Cleer and St Neot"
3187,2632,24269,15UBGT,DIW,E,1,10,"Lynher"
3188,2632,24226,15UBGH,DIW,E,1,10,"Callington"
3189,2632,24224,15UBGJ,DIW,E,1,10,"Calstock"
3190,2632,24207,15UBGW,DIW,E,1,10,"Millbrook"
3191,2632,24233,15UBHD,DIW,E,1,10,"Saltash St Stephens"
3192,2632,24219,15UBHA,DIW,E,1,10,"Saltash Burraton"
3193,2632,24210,15UBHC,DIW,E,1,10,"Saltash Pill"
3194,2632,24252,15UBGQ,DIW,E,1,10,"Liskeard North"
3195,2632,24213,15UBHF,DIW,E,1,10,"Torpoint West"
3196,2632,41937,15UBHE,DIW,E,1,10,"Torpoint East"
3197,2632,24211,15UBHB,DIW,E,1,10,"Saltash Essa"
3198,2632,24254,15UBGR,DIW,E,1,10,"Liskeard South"
3199,2270,24324,15UGGM,DIW,E,1,10,"St Ewe"
3200,2270,24188,15UGFZ,DIW,E,1,10,"Fowey and Tywardreath"
3201,2270,24303,15UGGC,DIW,E,1,10,"Lostwithiel"
3202,2270,24502,15UGGH,DIW,E,1,10,"Rock"
3203,2270,24494,15UGGA,DIW,E,1,10,"Gannel"
3204,2270,24181,15UGGD,DIW,E,1,10,"Mevagissey"
3205,2270,24174,15UGGN,DIW,E,1,10,"St Stephen"
3206,2270,24313,15UGGL,DIW,E,1,10,"St Enoder"
3207,2270,24309,15UGGP,DIW,E,1,10,"Treverbyn"
3208,2270,24525,15UGGG,DIW,E,1,10,"Rialton"
3209,2270,24517,15UGGK,DIW,E,1,10,"St Columb"
3210,2270,42241,15UGFX,DIW,E,1,10,"Edgcumbe North"
3211,2270,42240,15UGGB,DIW,E,1,10,"Gover"
3212,2270,24186,15UGGE,DIW,E,1,10,"Mount Charles"
3213,2270,24173,15UGFW,DIW,E,1,10,"Crinnis"
3214,2270,24171,15UGGJ,DIW,E,1,10,"St Blaise"
3215,2270,24496,15UGFY,DIW,E,1,10,"Edgcumbe South"
3216,2270,24184,15UGGF,DIW,E,1,10,"Poltair"
3217,2270,42242,15UGFU,DIW,E,1,10,"Bethel"
3218,2635,24592,15UEGG,DIW,E,1,10,"Blisland and St Breward"
3219,2635,24559,15UEGE,DIW,E,1,10,"Allan"
3220,2635,24557,15UEGM,DIW,E,1,10,"Camelot"
3221,2635,24293,15UEGF,DIW,E,1,10,"Altarnun"
3222,2635,24263,15UEGZ,DIW,E,1,10,"Stokeclimsland"
3223,2635,24277,15UEGY,DIW,E,1,10,"South Petherwin"
3224,2635,24291,15UEHA,DIW,E,1,10,"Tremaine"
3225,2635,24287,15UEGS,DIW,E,1,10,"North Petherwin"
3226,2635,24564,15UEHD,DIW,E,1,10,"Week St Mary and Whitstone"
3227,2635,42248,15UEGR,DIW,E,1,10,"Marhamchurch"
3228,2635,24504,15UEGP,DIW,E,1,10,"Lanivet"
3229,2635,24537,15UEGW,DIW,E,1,10,"St Endellion and St Kew"
3230,2635,24545,15UEGL,DIW,E,1,10,"Camelford"
3231,2635,24272,15UEGQ,DIW,E,1,10,"Launceston"
3232,2635,24571,15UEGN,DIW,E,1,10,"Grenville"
3233,2635,42250,15UEHC,DIW,E,1,10,"Wadebridge"
3234,2635,24508,15UEGH,DIW,E,1,10,"Bodmin St Mary's"
3235,2635,24509,15UEGJ,DIW,E,1,10,"Bodmin St Petroc"
3236,2635,24577,15UEGK,DIW,E,1,10,"Bude"
3237,2635,42249,15UEGU,DIW,E,1,10,"Poughill and Stratton"
3285,2273,12971,16UGHC,DIW,E,1,9,"Broughton"
3286,2273,13021,16UGJP,DIW,E,1,9,"Staveley-in-Westmorland"
3287,2273,13018,16UGJX,DIW,E,1,9,"Whinfell"
3288,2273,12959,16UGJH,DIW,E,1,9,"Low Furness & Swarthmoor"
3289,2273,12927,16UGHH,DIW,E,1,9,"Crake Valley"
3290,2273,12931,16UGHL,DIW,E,1,9,"Hawkshead"
3291,2273,12963,16UGHG,DIW,E,1,9,"Coniston"
3292,2273,13241,16UGJF,DIW,E,1,9,"Lakes Grasmere"
3293,2273,12872,16UGHM,DIW,E,1,9,"Holker"
3294,2273,12912,16UGHF,DIW,E,1,9,"Cartmel"
3295,2273,12764,16UGHJ,DIW,E,1,9,"Crooklands"
3296,2273,12756,16UGJD,DIW,E,1,9,"Kirkby Lonsdale"
3297,2273,12910,16UGJN,DIW,E,1,9,"Staveley-in-Cartmel"
3298,2273,12848,16UGJJ,DIW,E,1,9,"Lyth Valley"
3299,2273,12902,16UGJY,DIW,E,1,9,"Windermere Applethwaite"
3300,2273,12933,16UGJE,DIW,E,1,9,"Lakes Ambleside"
3301,2273,12752,16UGJM,DIW,E,1,9,"Sedbergh"
3302,2273,12865,16UGHB,DIW,E,1,9,"Arnside & Beetham"
3303,2273,12861,16UGJL,DIW,E,1,9,"Natland"
3304,2273,12840,16UGHD,DIW,E,1,9,"Burneside"
3305,2273,12916,16UGJR,DIW,E,1,9,"Ulverston East"
3306,2273,12905,16UGKA,DIW,E,1,9,"Windermere Bowness South"
3307,2273,12873,16UGHK,DIW,E,1,9,"Grange"
3308,2273,12859,16UGHE,DIW,E,1,9,"Burton & Holme"
3309,2273,12878,16UGJK,DIW,E,1,9,"Milnthorpe"
3310,2273,12854,16UGJG,DIW,E,1,9,"Levens"
3311,2273,12880,16UGHY,DIW,E,1,9,"Kendal Oxenholme"
3312,2273,12886,16UGHW,DIW,E,1,9,"Kendal Mintsfeet"
3313,2273,12924,16UGJW,DIW,E,1,9,"Ulverston West"
3314,2273,12921,16UGJT,DIW,E,1,9,"Ulverston South"
3315,2273,12922,16UGJQ,DIW,E,1,9,"Ulverston Central"
3316,2273,12917,16UGJS,DIW,E,1,9,"Ulverston North"
3317,2273,12852,16UGHR,DIW,E,1,9,"Kendal Glebelands"
3318,2273,12888,16UGHS,DIW,E,1,9,"Kendal Heron Hill"
3319,2273,12904,16UGJZ,DIW,E,1,9,"Windermere Bowness North"
3320,2273,13017,16UGKB,DIW,E,1,9,"Windermere Town"
3321,2273,12881,16UGHX,DIW,E,1,9,"Kendal Nether"
3322,2273,12847,16UGHQ,DIW,E,1,9,"Kendal Fell"
3323,2273,12882,16UGHN,DIW,E,1,9,"Kendal Castle"
3324,2273,12884,16UGHP,DIW,E,1,9,"Kendal Far Cross"
3325,2273,38971,16UGJU,DIW,E,1,9,"Ulverston Town"
3326,2273,12851,16UGJA,DIW,E,1,9,"Kendal Stonecross"
3327,2273,12843,16UGHT,DIW,E,1,9,"Kendal Highgate"
3328,2273,38972,16UGHZ,DIW,E,1,9,"Kendal Parks"
3329,2273,12845,16UGJC,DIW,E,1,9,"Kendal Underley"
3330,2273,12844,16UGJB,DIW,E,1,9,"Kendal Strickland"
3331,2273,38970,16UGHU,DIW,E,1,9,"Kendal Kirkland"
3393,2276,12954,16UCGC,DIW,E,1,9,"Walney South"
3394,2276,12989,16UCGB,DIW,E,1,9,"Walney North"
3395,2276,12953,16UCGA,DIW,E,1,9,"Roosecote"
3396,2276,12943,16UCFR,DIW,E,1,9,"Dalton North"
3397,2276,12988,16UCFP,DIW,E,1,9,"Barrow Island"
3398,2276,12985,16UCFU,DIW,E,1,9,"Hindpool"
3399,2276,12978,16UCFX,DIW,E,1,9,"Ormsgill"
3400,2276,12976,16UCFT,DIW,E,1,9,"Hawcoat"
3401,2276,12949,16UCFS,DIW,E,1,9,"Dalton South"
3402,2276,12981,16UCFQ,DIW,E,1,9,"Central"
3403,2276,12982,16UCFY,DIW,E,1,9,"Parkside"
3404,2276,12950,16UCFW,DIW,E,1,9,"Newbarns"
3405,2276,12980,16UCFZ,DIW,E,1,9,"Risedale"
3908,2297,2204,20UFGE,DIW,E,1,10,"Blackhalls"
3909,2297,2222,20UFGZ,DIW,E,1,10,"Wingate"
3910,2297,2243,20UFGM,DIW,E,1,10,"Haswell and Shotton"
3911,2297,2229,20UFGY,DIW,E,1,10,"Thornley and Wheatley Hill"
3912,2297,2224,20UFGR,DIW,E,1,10,"Hutton Henry"
3913,2297,2186,20UFGT,DIW,E,1,10,"Murton West"
3914,2297,2196,20UFGN,DIW,E,1,10,"Horden North"
3915,2297,2238,20UFGK,DIW,E,1,10,"Easington Village and South Hetton"
3916,2297,2183,20UFGS,DIW,E,1,10,"Murton East"
3917,2297,2168,20UFGJ,DIW,E,1,10,"Easington Colliery"
3918,2297,2173,20UFGX,DIW,E,1,10,"Seaham North"
3919,2297,2192,20UFGU,DIW,E,1,10,"Passfield"
3920,2297,2191,20UFGQ,DIW,E,1,10,"Howletch"
3921,2297,2199,20UFGG,DIW,E,1,10,"Dene House"
3922,2297,2197,20UFGL,DIW,E,1,10,"Eden Hill"
3923,2297,2171,20UFGF,DIW,E,1,10,"Dawdon"
3924,2297,2179,20UFGW,DIW,E,1,10,"Seaham Harbour"
3925,2297,2189,20UFGD,DIW,E,1,10,"Acre Rigg"
3926,2297,2193,20UFGP,DIW,E,1,10,"Horden South"
3927,2297,2178,20UFGH,DIW,E,1,10,"Deneside"
3928,2298,2529,20UHGG,DIW,E,1,10,"Greta"
