"ONS Parliamentary Constituency Code","ONS Parliamentary Constituency Name","ONS Ward Code","ONS Ward Name","ONS LA/UA Code","ONS LA/UA Name"
"713","North Down","95W 19","Spring Hill","95W","North Down"
"713","North Down","95W 20","Crawfordsburn","95W","North Down"
"713","North Down","95W 21","Craigavad","95W","North Down"
"713","North Down","95W 22","Cultra","95W","North Down"
"713","North Down","95W 23","Holywood Priory","95W","North Down"
"713","North Down","95W 24","Holywood Demesne","95W","North Down"
"713","North Down","95W 25","Loughview","95W","North Down"
"716","Strangford","95X 01","Killinchy","95X","Ards"
"716","Strangford","95X 02","Ballygowan","95X","Ards"
"716","Strangford","95X 03","Lisbane","95X","Ards"
"716","Strangford","95X 04","Comber West","95X","Ards"
"716","Strangford","95X 05","Comber East","95X","Ards"
"716","Strangford","95X 06","Comber North","95X","Ards"
"716","Strangford","95X 07","Scrabo","95X","Ards"
"716","Strangford","95X 08","Ballyrainey","95X","Ards"
"716","Strangford","95X 09","Bradshaw's Brae","95X","Ards"
"716","Strangford","95X 10","Glen","95X","Ards"
"716","Strangford","95X 11","Whitespots","95X","Ards"
"716","Strangford","95X 12","Movilla","95X","Ards"
"716","Strangford","95X 13","Central","95X","Ards"
"716","Strangford","95X 14","Gregstown","95X","Ards"
"716","Strangford","95X 15","Loughries","95X","Ards"
"713","North Down","95X 16","Donaghadee North","95X","Ards"
"713","North Down","95X 17","Donaghadee South","95X","Ards"
"713","North Down","95X 18","Millisle","95X","Ards"
"716","Strangford","95X 19","Carrowdore","95X","Ards"
"716","Strangford","95X 20","Ballywalter","95X","Ards"
"716","Strangford","95X 21","Portavogie","95X","Ards"
"716","Strangford","95X 22","Kircubbin","95X","Ards"
"716","Strangford","95X 23","Portaferry","95X","Ards"
"701","Belfast East","95Y 01","Dundonald","95Y","Castlereagh"
"701","Belfast East","95Y 02","Carrowreagh","95Y","Castlereagh"
"701","Belfast East","95Y 03","Enler","95Y","Castlereagh"
"701","Belfast East","95Y 04","Graham's Bridge","95Y","Castlereagh"
"701","Belfast East","95Y 05","Ballyhanwood","95Y","Castlereagh"
"701","Belfast East","95Y 06","Tullycarnet","95Y","Castlereagh"
"701","Belfast East","95Y 07","Gilnahirk","95Y","Castlereagh"
"701","Belfast East","95Y 08","Upper Braniel","95Y","Castlereagh"
"716","Strangford","95Y 09","Moneyreagh","95Y","Castlereagh"
"703","Belfast South","95Y 10","Galwally","95Y","Castlereagh"
"701","Belfast East","95Y 11","Lower Braniel","95Y","Castlereagh"
"703","Belfast South","95Y 12","Hillfoot","95Y","Castlereagh"
"701","Belfast East","95Y 13","Lisnasharragh","95Y","Castlereagh"
"701","Belfast East","95Y 14","Downshire","95Y","Castlereagh"
"701","Belfast East","95Y 15","Cregagh","95Y","Castlereagh"
"703","Belfast South","95Y 16","Wynchurch","95Y","Castlereagh"
"703","Belfast South","95Y 17","Newtownbreda","95Y","Castlereagh"
"703","Belfast South","95Y 18","Cairnshill","95Y","Castlereagh"
"703","Belfast South","95Y 19","Knockbracken","95Y","Castlereagh"
"703","Belfast South","95Y 20","Carryduff West","95Y","Castlereagh"
"703","Belfast South","95Y 21","Carryduff East","95Y","Castlereagh"
"703","Belfast South","95Y 22","Beechill","95Y","Castlereagh"
"703","Belfast South","95Y 23","Minnowburn","95Y","Castlereagh"
"701","Belfast East","95Z 01","Sydenham","95Z","Belfast"
"701","Belfast East","95Z 02","Island","95Z","Belfast"
"701","Belfast East","95Z 03","Ballymacarrett","95Z","Belfast"
"701","Belfast East","95Z 04","Bloomfield","95Z","Belfast"
"701","Belfast East","95Z 05","Ballyhackamore","95Z","Belfast"
"701","Belfast East","95Z 06","Belmont","95Z","Belfast"
"701","Belfast East","95Z 07","Stormont","95Z","Belfast"
"701","Belfast East","95Z 08","Cherryvalley","95Z","Belfast"
"701","Belfast East","95Z 09","Knock","95Z","Belfast"
"701","Belfast East","95Z 10","Orangefield","95Z","Belfast"
"701","Belfast East","95Z 11","The Mount","95Z","Belfast"
"703","Belfast South","95Z 12","Woodstock","95Z","Belfast"
"703","Belfast South","95Z 13","Ravenhill","95Z","Belfast"
"703","Belfast South","95Z 14","Ballynafeigh","95Z","Belfast"
"703","Belfast South","95Z 15","Rosetta","95Z","Belfast"
"703","Belfast South","95Z 16","Upper Malone","95Z","Belfast"
"703","Belfast South","95Z 17","Finaghy","95Z","Belfast"
"703","Belfast South","95Z 18","Musgrave","95Z","Belfast"
"703","Belfast South","95Z 19","Blackstaff","95Z","Belfast"
"703","Belfast South","95Z 20","Malone","95Z","Belfast"
"703","Belfast South","95Z 21","Stranmillis","95Z","Belfast"
"703","Belfast South","95Z 22","Windsor","95Z","Belfast"
"703","Belfast South","95Z 23","Botanic","95Z","Belfast"
"703","Belfast South","95Z 24","Shaftesbury","95Z","Belfast"
"704","Belfast West","95Z 25","Ladybrook","95Z","Belfast"
"704","Belfast West","95Z 26","Glencolin","95Z","Belfast"
"704","Belfast West","95Z 27","Andersonstown","95Z","Belfast"
"704","Belfast West","95Z 28","Glen Road","95Z","Belfast"
"704","Belfast West","95Z 29","Falls Park","95Z","Belfast"
"704","Belfast West","95Z 30","Upper Springfield","95Z","Belfast"
"704","Belfast West","95Z 31","Whiterock","95Z","Belfast"
"704","Belfast West","95Z 32","Beechmount","95Z","Belfast"
"704","Belfast West","95Z 33","Highfield","95Z","Belfast"
"704","Belfast West","95Z 34","Glencairn","95Z","Belfast"
"702","Belfast North","95Z 35","Woodvale","95Z","Belfast"
"702","Belfast North","95Z 36","Crumlin","95Z","Belfast"
"704","Belfast West","95Z 37","Shankill","95Z","Belfast"
"704","Belfast West","95Z 38","Clonard","95Z","Belfast"
"704","Belfast West","95Z 39","Falls","95Z","Belfast"
"702","Belfast North","95Z 40","New Lodge","95Z","Belfast"
"702","Belfast North","95Z 41","Duncairn","95Z","Belfast"
"702","Belfast North","95Z 42","Water Works","95Z","Belfast"
"702","Belfast North","95Z 43","Ardoyne","95Z","Belfast"
"702","Belfast North","95Z 44","Legoniel","95Z","Belfast"
"702","Belfast North","95Z 45","Ballysillan","95Z","Belfast"
"702","Belfast North","95Z 46","Cliftonville","95Z","Belfast"
"702","Belfast North","95Z 47","Chichester Park","95Z","Belfast"
"702","Belfast North","95Z 48","Fortwilliam","95Z","Belfast"
"702","Belfast North","95Z 49","Cavehill","95Z","Belfast"
"702","Belfast North","95Z 50","Castleview","95Z","Belfast"
"702","Belfast North","95Z 51","Bellevue","95Z","Belfast"
